trans_id,lang,translation
福富団地東,ja-Hrkt,ふくとみだんちひがし
福富団地東,en,Fukutomidanchi-higashi
福富町田,ja,福富町田
福富町田,ja-Hrkt,ふくとみまちだ
福富町田,en,Fukutomimachida
福寿公園前,ja,福寿公園前
福寿公園前,ja-Hrkt,ふくじゅこうえんまえ
福寿公園前,en,Fukuju Koen-mae(Fukuju Park)
福祉・農業会館南,ja,福祉・農業会館南
福祉・農業会館南,ja-Hrkt,ふくし・のうぎょうかいかんみなみ
福祉・農業会館南,en,Fkushi Nogyo Kaikan-minami
科学館前,ja,科学館前
科学館前,ja-Hrkt,かがくかんまえ
科学館前,en,Kagakukan-mae
立専寺,ja,立専寺
立専寺,ja-Hrkt,りゅうせんじ
立専寺,en,Ryusenji
立山クリニック前,ja,立山クリニック前
立山クリニック前,ja-Hrkt,たてやまくりにっくまえ
立山クリニック前,en,Tateyama Clinic-mae
競輪場北,ja,競輪場北
競輪場北,ja-Hrkt,けいりんじょうきた
競輪場北,en,Keirinjyou-kita
竹内医院南,ja,竹内医院南
竹内医院南,ja-Hrkt,たけうちいいんみなみ
竹内医院南,en,Takeuchi Iin-minami
竹村歯科医院,ja,竹村歯科医院
竹村歯科医院,ja-Hrkt,たけむらしかいいん
竹村歯科医院,en,Takemura Shikaiin
笠原鋼鉄前,ja,笠原鋼鉄前
笠原鋼鉄前,ja-Hrkt,かさはらこうてつまえ
笠原鋼鉄前,en,Kasaharakotetsu-mae
笠松病院・岐阜市地域包括支援センター境川,ja,笠松病院・岐阜市地域包括支援センター境川
笠松病院・岐阜市地域包括支援センター境川,ja-Hrkt,かさまつびょういん・ぎふしちいきほうかつしえんせんたーさかいがわ
笠松病院・岐阜市地域包括支援センター境川,en,Kasamatsu Byoin(Kasamatsu Hospital)/Gifushi Chiikihokatsushien Center Sakaigawa
第3岐阜老人ホーム前,ja,第3岐阜老人ホーム前
第3岐阜老人ホーム前,ja-Hrkt,だいさんぎふろうじんほーむまえ
第3岐阜老人ホーム前,en,Daisan Gifu Rojin-Home-mae
第一千成団地南,ja,第一千成団地南
第一千成団地南,ja-Hrkt,だいいちせんなりだんちみなみ
第一千成団地南,en,Daiichi Sennaridanchi-minami
第一学ヶ丘,ja,第一学ヶ丘
第一学ヶ丘,ja-Hrkt,だいいちまなびがおか
第一学ヶ丘,en,Daiichi Manabigaoka
第三下鵜飼,ja,第三下鵜飼
第三下鵜飼,ja-Hrkt,だいさんしもうかい
第三下鵜飼,en,Daisan Shimoukai
第二学ヶ丘,ja,第二学ヶ丘
第二学ヶ丘,ja-Hrkt,だいにまなびがおか
第二学ヶ丘,en,Daini Manabigaoka
簡易保険前,ja,簡易保険前
簡易保険前,ja-Hrkt,かんいほけんまえ
簡易保険前,en,Kanihoken-mae
粟野口,ja,粟野口
粟野口,ja-Hrkt,あわのぐち
粟野口,en,Awano-guchi
粟野台,ja,粟野台
粟野台,ja-Hrkt,あわのだい
粟野台,en,Awanodai
粟野東3丁目北,ja,粟野東3丁目北
粟野東3丁目北,ja-Hrkt,あわのひがしさんちょうめきた
粟野東3丁目北,en,Awanohigashi-sanchome-kita(Awanohigashi 3 kita)
粟野東3丁目南,ja,粟野東3丁目南
粟野東3丁目南,ja-Hrkt,あわのひがしさんちょうめみなみ
粟野東3丁目南,en,Awanohigashi-sanchome-minami(Awanohigashi 3 minami)
粟野東３丁目南【廃止】,ja,粟野東３丁目南【廃止】
粟野東３丁目南【廃止】,ja-Hrkt,あわのひがしさんちょうめみなみ
粟野東３丁目南【廃止】,en,Awanohigashi-sanchome-minami(Awanohigashi 3 minami)
粟野東４丁目,ja,粟野東４丁目
粟野東４丁目,ja-Hrkt,あわのひがしよんちょうめ
粟野東４丁目,en,Awanohigashi-yonchome(Awanohigashi 4)
粟野西１丁目,ja,粟野西１丁目
粟野西１丁目,ja-Hrkt,あわのにしいっちょうめ
粟野西１丁目,en,Awanonishi-itchome(Awanonishi 1)
粟野西５丁目,ja,粟野西５丁目
粟野西５丁目,ja-Hrkt,あわのにしごちょうめ
粟野西５丁目,en,Awanonishi-gochome(Awanonishi 5)
粟野西６丁目,ja,粟野西６丁目
粟野西６丁目,ja-Hrkt,あわのにしろくちょうめ
粟野西６丁目,en,Awanonishi-rokuchome(Awanonishi 6)
粟野西７丁目,ja,粟野西７丁目
粟野西７丁目,ja-Hrkt,あわのにしななちょうめ
粟野西７丁目,en,Awanonishi-nanachome(Awanonishi 7)
精華西,ja,精華西
精華西,ja-Hrkt,せいかにし
精華西,en,Seika-nishi
紅葉が丘公園,ja,紅葉が丘公園
紅葉が丘公園,ja-Hrkt,もみじがおかこうえん
紅葉が丘公園,en,Momijigaoka Koen(Momijigaoka Park)
紅葉が丘東北（6丁目）,ja,紅葉が丘東北（6丁目）
紅葉が丘東北（6丁目）,ja-Hrkt,もみじがおかひがしきた（ろくちょうめ）
紅葉が丘東北（6丁目）,en,Momijigaoka-higashikita/rokuchome(Momijigaoka 6)
紅葉が丘西（1丁目）,ja,紅葉が丘西（1丁目）
紅葉が丘西（1丁目）,ja-Hrkt,もみじがおかにし（いっちょうめ）
紅葉が丘西（1丁目）,en,Momijigaoka-nishi/itchome(Momijigaoka 1)
紅葉が丘西北（2丁目）,ja,紅葉が丘西北（2丁目）
紅葉が丘西北（2丁目）,ja-Hrkt,もみじがおかにしきた（にちょうめ）
紅葉が丘西北（2丁目）,en,Momijigaoka-nishikita/nichome(Momijigaoka 2)
細畑・二ツ山,ja,細畑・二ツ山
細畑・二ツ山,ja-Hrkt,ほそばた・ふたつやま
細畑・二ツ山,en,Hosobata/Futatsuyama
細畑3丁目,ja,細畑3丁目
細畑3丁目,ja-Hrkt,ほそばたさんちょうめ
細畑3丁目,en,Hosobata-sanchome(Hosobata 3)
細畑中,ja,細畑中
細畑中,ja-Hrkt,ほそばたなか
細畑中,en,Hosobatanaka
細畑華南,ja,細畑華南
細畑華南,ja-Hrkt,ほそばたかなん
細畑華南,en,Hosobatakanan
緑ヶ丘,ja,緑ヶ丘
緑ヶ丘,ja-Hrkt,みどりがおか
緑ヶ丘,en,Midorigaoka
緑山・大洞,ja,緑山・大洞
緑山・大洞,ja-Hrkt,みどりやま・おおぼら
緑山・大洞,en,Midoriyama/Obora
緑山1丁目,ja,緑山1丁目
緑山1丁目,ja-Hrkt,みどりやまいっちょうめ
緑山1丁目,en,Midoriyama-itchome(Midoriyama 1)
緑山2丁目,ja,緑山2丁目
緑山2丁目,ja-Hrkt,みどりやまにちょうめ
緑山2丁目,en,Midoriyama-nichome(Midoriyama 2)
緑山2丁目北,ja,緑山2丁目北
緑山2丁目北,ja-Hrkt,みどりやまにちょうめきた
緑山2丁目北,en,Midoriyama-nichome-kita(Midoriyama 2)
緑山東・願成寺口,ja,緑山東・願成寺口
緑山東・願成寺口,ja-Hrkt,みどりやまひがし・がんじょうじぐち
緑山東・願成寺口,en,Midoriyama-higashi/Ganjoji-guchi
美濃正,ja,美濃正
美濃正,ja-Hrkt,みのしょう
美濃正,en,Minosho
聖マリア前,ja,聖マリア前
聖マリア前,ja-Hrkt,せいまりあまえ
聖マリア前,en,Seimaria-mae
自由ヶ丘1,ja,自由ヶ丘1
自由ヶ丘1,ja-Hrkt,じゆうがおかいち
自由ヶ丘1,en,Jiyugaoka-ichi(Jiyugaoka 1)
自由ヶ丘2,ja,自由ヶ丘2
自由ヶ丘2,ja-Hrkt,じゆうがおかに
自由ヶ丘2,en,Jiyugaoka-ni(Jiyugaoka 2)
自由ヶ丘3,ja,自由ヶ丘3
自由ヶ丘3,ja-Hrkt,じゆうがおかさん
自由ヶ丘3,en,Jiyugaoka-san(Jiyugaoka 3)
自由ヶ丘4,ja,自由ヶ丘4
自由ヶ丘4,ja-Hrkt,じゆうがおかよん
自由ヶ丘4,en,Jiyugaoka-yon(Jiyugaoka 4)
自由ヶ丘5,ja,自由ヶ丘5
自由ヶ丘5,ja-Hrkt,じゆうがおかご
自由ヶ丘5,en,Jiyugaoka-go(Jiyugaoka 5)
芋島4丁目,ja,芋島4丁目
芋島4丁目,ja-Hrkt,いもじまよんちょうめ
芋島4丁目,en,Imojima-yonchome(Imojima 4)
芋島東,ja,芋島東
芋島東,ja-Hrkt,いもじまひがし
芋島東,en,Imojima-higashi
芥見交番・順明堂歯科,ja,芥見交番・順明堂歯科
芥見交番・順明堂歯科,ja-Hrkt,あくたみこうばん・じゅんめいどうしか
芥見交番・順明堂歯科,en,Akutami Koban(Akutami Police Box)/Jummeido Shika
芥見南公民館口,ja,芥見南公民館口
芥見南公民館口,ja-Hrkt,あくたみみなみこうみんかんぐち
芥見南公民館口,en,Akutamiminami Kominkan-guchi
芥見小学校北,ja,芥見小学校北
芥見小学校北,ja-Hrkt,あくたみしょうがっこうきた
芥見小学校北,en,Akutami Shogakko-kita(Akutami Elementary School)
芥見東小学校・東公民館,ja,芥見東小学校・東公民館
芥見東小学校・東公民館,ja-Hrkt,あくたみひがししょうがっこう・ひがしこうみんかん
芥見東小学校・東公民館,en,Akutamihigashi Shogakko(Akutamihigashi Elementary School)/Higashi Kominkan
芥見町屋,ja,芥見町屋
芥見町屋,ja-Hrkt,あくたみまちや
芥見町屋,en,Akutami machiya
芥見診療所,ja,芥見診療所
芥見診療所,ja-Hrkt,あくたみしんりょうじょ
芥見診療所,en,Akutami Shinryojo
若草町,ja,若草町
若草町,ja-Hrkt,わかくさちょう
若草町,en,Wakakusacho
茜部公民館前,ja,茜部公民館前
茜部公民館前,ja-Hrkt,あかなべこうみんかんまえ
茜部公民館前,en,Akanabe Kominkan-mae
茜部小学校前,ja,茜部小学校前
茜部小学校前,ja-Hrkt,あかなべしょうがっこうまえ
茜部小学校前,en,Akanabe Shogakko-mae(Akanabe Elementary School)
茶所東,ja,茶所東
茶所東,ja-Hrkt,ちゃじょひがし
茶所東,en,Chajo-higashi
菅生,ja,菅生
菅生,ja-Hrkt,すごう
菅生,en,Sugo
華陽小学校,ja,華陽小学校
華陽小学校,ja-Hrkt,かようしょうがっこう
華陽小学校,en,Kayo Shogakko(Kayo Elementary School)
華陽郵便局前,ja,華陽郵便局前
華陽郵便局前,ja-Hrkt,かようゆうびんきょくまえ
華陽郵便局前,en,Kayo Yubinkyoku-mae(Kayo Post Office)
菱野4丁目,ja,菱野4丁目
菱野4丁目,ja-Hrkt,ひしのよんちょうめ
菱野4丁目,en,Hishino-yonchome(Hishino 4)
萱場公民館,ja,萱場公民館
萱場公民館,ja-Hrkt,かやばこうみんかん
萱場公民館,en,Kayaba Kominkan
萱場西公園,ja,萱場西公園
萱場西公園,ja-Hrkt,かやばにしこうえん
萱場西公園,en,Kayaba-nishi Koen(Kayaba-nishi Park)
蓮池2丁目（石窯パン工房ドゥマン前）,ja,蓮池2丁目（石窯パン工房ドゥマン前）
蓮池2丁目（石窯パン工房ドゥマン前）,ja-Hrkt,はすいけにちょうめ（いしがまぱんこうぼうどぅまんまえ）
蓮池2丁目（石窯パン工房ドゥマン前）,en,Hasuike-nichome（Hasuike 2)/Ishigamapankobo Demain-mae）
蓮池6丁目,ja,蓮池6丁目
蓮池6丁目,ja-Hrkt,はすいけろくちょうめ
蓮池6丁目,en,Hasuike-rokuchome(Hasuike 6)
薬師橋,ja,薬師橋
薬師橋,ja-Hrkt,やくしばし
薬師橋,en,Yakushibashi(Yakushi Bridge)
薮田公民館南,ja,薮田公民館南
薮田公民館南,ja-Hrkt,やぶたこうみんかんみなみ
薮田公民館南,en,Yabuta Kkominkan-minami
薮田南3丁目,ja,薮田南3丁目
薮田南3丁目,ja-Hrkt,やぶたみなみさんちょうめ
薮田南3丁目,en,Yabutaminami-sanchome(Yabutaminami 3)
薮田東1丁目,ja,薮田東1丁目
薮田東1丁目,ja-Hrkt,やぶたひがしいっちょうめ
薮田東1丁目,en,Yabutahigashi-itchome(Yabutahigashi 1)
薮田県職員アパート東,ja,薮田県職員アパート東
薮田県職員アパート東,ja-Hrkt,やぶたけんしょくいんあぱーとひがし
薮田県職員アパート東,en,Yabuta Kenshokuin Apartment-higashi
薮田西公民館東,ja,薮田西公民館東
薮田西公民館東,ja-Hrkt,やぶたにしこうみんかんひがし
薮田西公民館東,en,Yabutanishi Kominkan-higashi
藍川公民館,ja,藍川公民館
藍川公民館,ja-Hrkt,あいかわこうみんかん
藍川公民館,en,Aikawa Kominkan
藍川北中西（高橋接骨院）,ja,藍川北中西（高橋接骨院）
藍川北中西（高橋接骨院）,ja-Hrkt,あいかわきたちゅうにし（たかはしせっこついん）
藍川北中西（高橋接骨院）,en,Aikawakitachu-nishi(Aikawakita Junior High School/Takahashi Sekkotsuin)
藍川東中学校,ja,藍川東中学校
藍川東中学校,ja-Hrkt,あいかわひがしちゅうがっこう
藍川東中学校,en,Aikawahigashi Chugakko(Aikawahigashi Junior High School)
藍川橋・大野はり灸前,ja,藍川橋・大野はり灸前
藍川橋・大野はり灸前,ja-Hrkt,あいかわばし・おおのはりきゅうまえ
藍川橋・大野はり灸前,en,Aikawa Bridge/Ono Harikyu-mae
藤ヶ崎,ja,藤ヶ崎
藤ヶ崎,ja-Hrkt,ふじがさき
藤ヶ崎,en,Fujigasaki
藤垣クリニック・トーカイ薬局・ゲンキー,ja,藤垣クリニック・トーカイ薬局・ゲンキー
藤垣クリニック・トーカイ薬局・ゲンキー,ja-Hrkt,ふじがきくりにっく・とーかいやっきょく・げんきー
藤垣クリニック・トーカイ薬局・ゲンキー,en,Fujigaki Clinic/Tokai Yakkyoku/GENKY
西中島,ja,西中島
西中島,ja-Hrkt,にしなかじま
西中島,en,Nishinakajima
西中島新屋敷,ja,西中島新屋敷
西中島新屋敷,ja-Hrkt,にしなかじましんやしき
西中島新屋敷,en,Nishinakajima Shinyashiki
西友岐阜華陽店,ja,西友岐阜華陽店
西友岐阜華陽店,ja-Hrkt,せいゆうぎふかようてん
西友岐阜華陽店,en,SEIYU Gifukayoten
西友改田店,ja,西友改田店
西友改田店,ja-Hrkt,せいゆうかいでんてん
西友改田店,en,SEIYU Kaidenten
西山,ja,西山
西山,ja-Hrkt,にしやま
西山,en,Nishiyama
西山（長良）,ja,西山（長良）
西山（長良）,ja-Hrkt,にしやま
西山（長良）,en,Nishiyama
西山口,ja,西山口
西山口,ja-Hrkt,にしやまぐち
西山口,en,Nishiyama-guchi
西岐阜駅南口,ja,西岐阜駅南口
西岐阜駅南口,ja-Hrkt,にしぎふえきみなみぐち
西岐阜駅南口,en,JR Nishigifu Sta.-south entrance
西改田先道,ja,西改田先道
西改田先道,ja-Hrkt,にしかいでんせんどう
西改田先道,en,Nishikaiden Sendo
西改田村前,ja,西改田村前
西改田村前,ja-Hrkt,にしかいでんむらまえ
西改田村前,en,Nishikaiden Muramae
西改田松の木,ja,西改田松の木
西改田松の木,ja-Hrkt,にしかいでんまつのき
西改田松の木,en,Nishikaiden Matsunoki
西改田若宮,ja,西改田若宮
西改田若宮,ja-Hrkt,にしかいでんわかみや
西改田若宮,en,Nishikaiden Wakamiya
西木田,ja,西木田
西木田,ja-Hrkt,にしきだ
西木田,en,Nishikida
西木田公民館前,ja,西木田公民館前
西木田公民館前,ja-Hrkt,にしきだこうみんかんまえ
西木田公民館前,en,Nishikida Kominkan-mae
西琴塚,ja,西琴塚
西琴塚,ja-Hrkt,にしことづか
西琴塚,en,Nishikotozuka
西町公民館,ja,西町公民館
西町公民館,ja-Hrkt,にしまちこうみんかん
西町公民館,en,Nishimachi Kominkan
西荘4丁目,ja,西荘4丁目
西荘4丁目,ja-Hrkt,にしのしょうよんちょうめ
西荘4丁目,en,Nishinosho-yonchome(Nishinosho 4)
西部事務所,ja,西部事務所
西部事務所,ja-Hrkt,せいぶじむしょ
西部事務所,en,Seibu Jimusho(Western Office)
西郷保育所前,ja,西郷保育所前
西郷保育所前,ja-Hrkt,さいごうほいくじょまえ
西郷保育所前,en,Saigo Hoikujo-mae(Saigo Kindergarten)
西郷小学校北,ja,西郷小学校北
西郷小学校北,ja-Hrkt,さいごうしょうがっこうきた
西郷小学校北,en,Saigo Shogakko-kita(Saigo Elementary School)
西領下,ja,西領下
西領下,ja-Hrkt,にしりょうげ
西領下,en,Nishiryoge
観音寺・猿田彦神社前,ja,観音寺・猿田彦神社前
観音寺・猿田彦神社前,ja-Hrkt,かんのんじ・さるたひこじんじゃまえ
観音寺・猿田彦神社前,en,Kannonji/Sarutahikojinja-mae
誓源寺前,ja,誓源寺前
誓源寺前,ja-Hrkt,せいげんじまえ
誓源寺前,en,Seigenji-mae
諏訪,ja,諏訪
諏訪,ja-Hrkt,すわ
諏訪,en,Suwa
諏訪山1,ja,諏訪山1
諏訪山1,ja-Hrkt,すわやまいち
諏訪山1,en,Suwayama-ichi(Suwayama 1)
諏訪山2,ja,諏訪山2
諏訪山2,ja-Hrkt,すわやまに
諏訪山2,en,Suwayama-ni(Suwayama 2)
諏訪山3,ja,諏訪山3
諏訪山3,ja-Hrkt,すわやまさん
諏訪山3,en,Suwayama-san(Suwayama 3)
諏訪山口,ja,諏訪山口
諏訪山口,ja-Hrkt,すわやまぐち
諏訪山口,en,Suwayama-guchi
貢毛,ja,貢毛
貢毛,ja-Hrkt,こうげ
貢毛,en,Koge
赤十字血液センター西,ja,赤十字血液センター西
赤十字血液センター西,ja-Hrkt,せきじゅうじけつえきせんたーにし
赤十字血液センター西,en,Sekijuji Ketsueki Center-nishi
近石病院,ja,近石病院
近石病院,ja-Hrkt,ちかいしびょういん
近石病院,en,Chikaishi Byoin(Chikaishi Hospital)
那加日新町,ja,那加日新町
那加日新町,ja-Hrkt,なかにっしんちょう
那加日新町,en,Nakanisshincho
里一号公民館前,ja,里一号公民館前
里一号公民館前,ja-Hrkt,さといちごうこうみんかんまえ
里一号公民館前,en,Sato Ichigo Kominkan-mae
野一色4丁目,ja,野一色4丁目
野一色4丁目,ja-Hrkt,のいっしきよんちょうめ
野一色4丁目,en,Noisshiki-yonchome(Noisshiki 4)
野一色5丁目東,ja,野一色5丁目東
野一色5丁目東,ja-Hrkt,のいっしきごちょうめひがし
野一色5丁目東,en,Noisshiki-gochome-higashi(Noisshiki 5)
野田口,ja,野田口
野田口,ja-Hrkt,のだぐち
野田口,en,Noda-guchi
野畑北,ja,野畑北
野畑北,ja-Hrkt,のばたきた
野畑北,en,Nobata-kita
野畑南,ja,野畑南
野畑南,ja-Hrkt,のばたみなみ
野畑南,en,Nobata-minami
金生堂前,ja,金生堂前
金生堂前,ja-Hrkt,きんしょうどうまえ
金花堂鍼灸整骨院前,ja,金花堂鍼灸整骨院前
金花堂鍼灸整骨院前,ja-Hrkt,きんかどうしんきゅうせいこついんまえ
金花堂鍼灸整骨院前,en,Kinkado Shinkyu Seikotsuin-mae
鈴道,ja,鈴道
鈴道,ja-Hrkt,すずみち
鈴道,en,Suzumichi
鏡島弘法,ja,鏡島弘法
鏡島弘法,ja-Hrkt,かがしまこうぼう
鏡島弘法,en,Kagashima Kobo
長森コミュニティセンター,ja,長森コミュニティセンター
長森コミュニティセンター,ja-Hrkt,ながもりこみゅにてぃせんたー
長森コミュニティセンター,en,Nagamori Community Center
長森ポンプ場,ja,長森ポンプ場
長森ポンプ場,ja-Hrkt,ながもりぽんぷじょう
長森ポンプ場,en,Nagamori Pump Station
長森南交番,ja,長森南交番
長森南交番,ja-Hrkt,ながもりみなみこうばん
長森南交番,en,Nagamoriminami Koban(Nagamoriminami Police Box)
長森本町北,ja,長森本町北
長森本町北,ja-Hrkt,ながもりほんまちきた
長森本町北,en,Nagamorihommachi-kita
長森駅,ja,長森駅
長森駅,ja-Hrkt,ながもりえき
長森駅,en,Nagamori Eki(Nagamori Sta.)
長良北町,ja,長良北町
長良北町,ja-Hrkt,ながらきたまち
長良北町,en,Nagarakitamachi
長良医療センター,ja,長良医療センター
長良医療センター,ja-Hrkt,ながらいりょうせんたー
長良医療センター,en,Nagara Iryo Center(NAGARA Medical Center)
長良台,ja,長良台
長良台,ja-Hrkt,ながらだい
長良台,en,Nagaradai
長良大路,ja,長良大路
長良大路,ja-Hrkt,ながらおおじ
長良大路,en,Nagaraoji
長良宮口町,ja,長良宮口町
長良宮口町,ja-Hrkt,ながらみやぐちちょう
長良宮口町,en,Nagaramiyaguchicho
長良川国際会議場,ja,長良川国際会議場
長良川国際会議場,ja-Hrkt,ながらがわこくさいかいぎじょう
長良川国際会議場,en,Nagaragawa Kokusaikaigijo(Nagaragawa Convention Center)
長良東,ja,長良東
長良東,ja-Hrkt,ながらひがし
長良東,en,Nagara-higashi
長良東郷町,ja,長良東郷町
長良東郷町,ja-Hrkt,ながらとうごうちょう
長良東郷町,en,Nagaratogocho
長良福泉,ja,長良福泉
長良福泉,ja-Hrkt,ながらふくいずみ
長良福泉,en,Nagarafukuizumi
長良竜東町2丁目,ja,長良竜東町2丁目
長良竜東町2丁目,ja-Hrkt,ながらりゅうとうちょうにちょうめ
長良竜東町2丁目,en,Nagararyutocho-nichome(Nagararyutocho 2)
長良竜東町4丁目,ja,長良竜東町4丁目
長良竜東町4丁目,ja-Hrkt,ながらりゅうとうちょうよんちょうめ
長良竜東町4丁目,en,Nagararyutocho-yonchome(Nagararyutocho 4)
長良西小,ja,長良西小
長良西小,ja-Hrkt,ながらにししょう
長良西小,en,Nagaranishi Sho(Nagaranishi Elementary School)
長良高校前,ja,長良高校前
長良高校前,ja-Hrkt,ながらこうこうまえ
長良高校前,en,Nagara Koko-mae(Nagara High School)
長良高見,ja,長良高見
長良高見,ja-Hrkt,ながらたかみ
長良高見,en,Nagaratakami
阿弥陀寺,ja,阿弥陀寺
阿弥陀寺,ja-Hrkt,あみだじ
阿弥陀寺,en,Amidaji
附属小・中学校,ja,附属小・中学校
附属小・中学校,ja-Hrkt,ふぞくしょう・ちゅうがっこう
附属小・中学校,en,Fuzoku Sho/Chugakko(Affiliated Elementary School & Junior High School-Faculty of Education-Gifu Univ)
雄日ヶ丘公園東,ja,雄日ヶ丘公園東
雄日ヶ丘公園東,ja-Hrkt,ゆうひがおかこうえんひがし
雄日ヶ丘公園東,en,Yuhigaoka Koen-higashi(Yuhigaoka Park)
雄日ヶ丘公園西,ja,雄日ヶ丘公園西
雄日ヶ丘公園西,ja-Hrkt,ゆうひがおかこうえんにし
雄日ヶ丘公園西,en,Yuhigaoka Koen-nishi(Yuhigaoka Park)
雄総台東,ja,雄総台東
雄総台東,ja-Hrkt,おぶさだいひがし
雄総台東,en,Obusadai-higashi
雄総台西,ja,雄総台西
雄総台西,ja-Hrkt,おぶさだいにし
雄総台西,en,Obusadai-nishi
雄総柳町,ja,雄総柳町
雄総柳町,ja-Hrkt,おぶさやなぎまち
雄総柳町,en,Obusa Yanagimachi
雄総桜町,ja,雄総桜町
雄総桜町,ja-Hrkt,おぶささくらまち
雄総桜町,en,Obusa Sakuramachi
雄総緑町2丁目,ja,雄総緑町2丁目
雄総緑町2丁目,ja-Hrkt,おぶさみどりまちにちょうめ
雄総緑町2丁目,en,Obusa Midorimachi-nichome(Obusa Midorimachi 2)
雄総緑町４丁目,ja,雄総緑町４丁目
雄総緑町４丁目,ja-Hrkt,おぶさみどりまちよんちょうめ
雄総緑町４丁目,en,Obusa Midorimachi-yonchome(Obusa Midorimachi 4)
雲井町,ja,雲井町
雲井町,ja-Hrkt,くもいちょう
雲井町,en,Kumoicho
霊松院前,ja,霊松院前
霊松院前,ja-Hrkt,れいしょういんまえ
霊松院前,en,Reishoin-mae
青山会館東,ja,青山会館東
青山会館東,ja-Hrkt,せいざんかいかんひがし
青山会館東,en,Seizankaikan-higashi
青山眼科前,ja,青山眼科前
青山眼科前,ja-Hrkt,あおやまがんかまえ
青山眼科前,en,Aoyama Ganka-mae
青木内科眼科,ja,青木内科眼科
青木内科眼科,ja-Hrkt,あおきないかがんか
青木内科眼科,en,Aoki NaikaGanka
須賀2丁目,ja,須賀2丁目
須賀2丁目,ja-Hrkt,すがにちょうめ
須賀2丁目,en,Suga-nichome(Suga 2)
須賀3丁目,ja,須賀3丁目
須賀3丁目,ja-Hrkt,すがさんちょうめ
須賀3丁目,en,Suga-sanchome(Suga 3)
須賀4丁目,ja,須賀4丁目
須賀4丁目,ja-Hrkt,すがよんちょうめ
須賀4丁目,en,Suga-yonchome(Suga 4)
須賀4丁目北,ja,須賀4丁目北
須賀4丁目北,ja-Hrkt,すがよんちょうめきた
須賀4丁目北,en,Suga-yonchome-kita(Suga 4)
領下八幡神社,ja,領下八幡神社
領下八幡神社,ja-Hrkt,りょうげはちまんじんじゃ
領下八幡神社,en,Ryoge Hachimanjinja
領下郵便局,ja,領下郵便局
領下郵便局,ja-Hrkt,りょうげゆうびんきょく
領下郵便局,en,Ryoge Yubinkyoku(Ryoge Post Office)
馬場,ja,馬場
馬場,ja-Hrkt,ばんば
馬場,en,Bamba
高桑コミュニティ会館,ja,高桑コミュニティ会館
高桑コミュニティ会館,ja-Hrkt,たかくわこみゅにてぃかいかん
高桑コミュニティ会館,en,Takakuwa Community Kaikan
高津整形・Ｖドラッグ前,ja,高津整形・Ｖドラッグ前
高津整形・Ｖドラッグ前,ja-Hrkt,たかつせいけい・ぶいどらっぐまえ
高津整形・Ｖドラッグ前,en,Takatsu Seikei/V Drug-mae
高田東,ja,高田東
高田東,ja-Hrkt,たかだひがし
高田東,en,Takada-higashi
高田橋,ja,高田橋
高田橋,ja-Hrkt,たかだばし
高田橋,en,Takadabashi(Takada Bridge)
高田遺跡前,ja,高田遺跡前
高田遺跡前,ja-Hrkt,たかだいせきまえ
高田遺跡前,en,Takada Iseki-mae
高齢者福祉センター,ja,高齢者福祉センター
高齢者福祉センター,ja-Hrkt,こうれいしゃふくしせんたー
高齢者福祉センター,en,Koreisha Fukushi Center
鵜飼大橋北,ja,鵜飼大橋北
鵜飼大橋北,ja-Hrkt,うかいおおはしきた
鵜飼大橋北,en,Ukai Ohashi-kita(Ukai Bridge)
鶉公民館前,ja,鶉公民館前
鶉公民館前,ja-Hrkt,うずらこうみんかんまえ
鶉公民館前,en,Uzura Kominkan-mae
鶉小学校前,ja,鶉小学校前
鶉小学校前,ja-Hrkt,うずらしょうがっこうまえ
鶉小学校前,en,Uzura Shogakko-mae(Uzura Elementary School)
鶴山霊園前【北側】,ja,鶴山霊園前【北側】
鶴山霊園前【北側】,ja-Hrkt,つるやまれいえんまえ（きたがわ）
鶴山霊園前【北側】,en,Tsuruyamareien-mae(north)
鶴山霊園前【南側】,ja,鶴山霊園前【南側】
鶴山霊園前【南側】,ja-Hrkt,つるやまれいえんまえ（みなみがわ）
鶴山霊園前【南側】,en,Tsuruyamareien-mae(south)
鶴田町2丁目,ja,鶴田町2丁目
鶴田町2丁目,ja-Hrkt,つるたまちにちょうめ
鶴田町2丁目,en,Tsurutamachi-nichome(Tsurutamachi 2)
鷺山保育所,ja,鷺山保育所
鷺山保育所,ja-Hrkt,さぎやまほいくじょ
鷺山保育所,en,Sagiyama Hoikujo(Sagiyama Kindergarten)
鷺山北公園,ja,鷺山北公園
鷺山北公園,ja-Hrkt,さぎやまきたこうえん
鷺山北公園,en,Sagiyamakita Koen(Sagiyamakita Park)
鷺山玉川町,ja,鷺山玉川町
鷺山玉川町,ja-Hrkt,さぎやまたまがわちょう
鷺山玉川町,en,Sagiyama Tamagawacho
鷺山白鷺町,ja,鷺山白鷺町
鷺山白鷺町,ja-Hrkt,さぎやましらさぎちょう
鷺山白鷺町,en,Sagiyama Shirasagicho
黒木橋,ja,黒木橋
黒木橋,ja-Hrkt,くろきばし
黒木橋,en,Kurokibashi(Kuroki Bridge)
黒野コーポ南,ja,黒野コーポ南
黒野コーポ南,ja-Hrkt,くろのこーぽみなみ
黒野コーポ南,en,Kurono Kopo-minami(Kurono Corporated House)
黒野こども園北口,ja,黒野こども園北口
黒野こども園北口,ja-Hrkt,くろのこどもえんきたぐち
